"GeneName","UniProtID","DrugBank ID","Name","Type","UniProt Name","Transcription regulation","Transmembrane","DNA-binding","Kinase","metaboli","RNA-binding","signal","enzyme","ase","Enzyme","Oncogene","TSG"
"13","ABAT","P80404","DB04235","4-Amino Hexanoic Acid","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"14","ABAT","P80404","DB01699","(4e)-4-Aminohex-4-Enoic Acid","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"15","ABAT","P80404","DB00114","Pyridoxal Phosphate","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"16","ABAT","P80404","DB00142","Glutamic Acid","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"17","ABAT","P80404","DB00780","Phenelzine","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"18","ABAT","P80404","DB00313","Valproic Acid","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"19","ABAT","P80404","DB01080","Vigabatrin","SmallMoleculeDrug","4-aminobutyrate aminotransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"20","ABCA1","O95477","DB00171","ATP","SmallMoleculeDrug","ATP-binding cassette sub-family A member 1",0,1,0,0,1,0,0,0,1,1,0,0
"21","ABCA1","O95477","DB01016","Glyburide","SmallMoleculeDrug","ATP-binding cassette sub-family A member 1",0,1,0,0,1,0,0,0,1,1,0,0
"22","ABCA1","O95477","DB01599","Probucol","SmallMoleculeDrug","ATP-binding cassette sub-family A member 1",0,1,0,0,1,0,0,0,1,1,0,0
"23","ABCA3","Q99758",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"24","ABCA5","Q8WWZ7",,,,,0,1,0,0,0,0,0,0,0,1,0,0
"25","ABCB1","P08183","DB04881","Elacridar","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"26","ABCB1","P08183","DB14071","Desmethylsertraline","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"27","ABCB1","P08183","DB14072","Reversin 121","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"28","ABCB1","P08183","DB14061","Hycanthone","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"29","ABCB1","P08183","DB14062","Concanamycin A","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"30","ABCB1","P08183","DB14066","Tetrandrine","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"31","ABCB1","P08183","DB09031","Miltefosine","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"32","ABCB1","P08183","DB11635","Tocofersolan","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"33","ABCB1","P08183","DB00171","ATP","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"34","ABCB1","P08183","DB04905","Tesmilifene","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"35","ABCB1","P08183","DB00813","Fentanyl","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"36","ABCB1","P08183","DB14067","Dofequidar","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"37","ABCB1","P08183","DB14069","ONT-093","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"38","ABCB1","P08183","DB00482","Celecoxib","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"39","ABCB1","P08183","DB06240","Tariquidar","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"40","ABCB1","P08183","DB14063","Dexverapamil","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"41","ABCB1","P08183","DB14064","Emopamil","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"42","ABCB1","P08183","DB06191","Zosuquidar","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"43","ABCB1","P08183","DB05449","FM-VP4","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"44","ABCB1","P08183","DB00778","Roxithromycin","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"45","ABCB1","P08183","DB14068","Dexniguldipine","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"46","ABCB1","P08183","DB14065","Lomerizine","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"47","ABCB1","P08183","DB04877","Voacamine","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"48","ABCB1","P08183","DB14070","HM-30181","SmallMoleculeDrug","Multidrug resistance protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"49","ABCB4","P21439",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"50","ABCB5","Q2M3G0","DB00482","Celecoxib","SmallMoleculeDrug","ATP-binding cassette sub-family B member 5",0,1,0,0,0,0,0,0,0,1,0,0
"51","ABCB5","Q2M3G0","DB14067","Dofequidar","SmallMoleculeDrug","ATP-binding cassette sub-family B member 5",0,1,0,0,0,0,0,0,0,1,0,0
"52","ABCB5","Q2M3G0","DB04851","Biricodar dicitrate","SmallMoleculeDrug","ATP-binding cassette sub-family B member 5",0,1,0,0,0,0,0,0,0,1,0,0
"53","ABCB6","Q9NP58",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"54","ABCB7","O75027",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"55","ABCC1","P33527","DB04851","Biricodar dicitrate","SmallMoleculeDrug","Multidrug resistance-associated protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"56","ABCC1","P33527","DB01138","Sulfinpyrazone","SmallMoleculeDrug","Multidrug resistance-associated protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"57","ABCC1","P33527","DB08855","Leukotriene C4","SmallMoleculeDrug","Multidrug resistance-associated protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"58","ABCC1","P33527","DB00171","ATP","SmallMoleculeDrug","Multidrug resistance-associated protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"59","ABCC1","P33527","DB06176","Romidepsin","SmallMoleculeDrug","Multidrug resistance-associated protein 1",0,1,0,0,0,0,0,0,1,1,0,0
"60","ABCC10","Q5T3U5",,,,,0,1,0,0,0,0,0,0,0,1,0,0
"61","ABCC2","Q92887","DB00171","ATP","SmallMoleculeDrug","Canalicular multispecific organic anion transporter 1",0,1,0,0,0,0,0,0,1,1,0,0
"62","ABCC2","Q92887","DB01138","Sulfinpyrazone","SmallMoleculeDrug","Canalicular multispecific organic anion transporter 1",0,1,0,0,0,0,0,0,1,1,0,0
"63","ABCC3","O15438",,,,,0,1,0,0,0,0,0,0,0,1,0,0
"64","ABCC4","O15439","DB00171","ATP","SmallMoleculeDrug","Multidrug resistance-associated protein 4",0,1,0,0,0,0,0,0,0,1,0,0
"65","ABCC5","O15440","DB11672","Curcumin","SmallMoleculeDrug","Multidrug resistance-associated protein 5",0,1,0,0,0,0,0,0,0,1,0,0
"66","ABCD3","P28288",,,,,0,1,0,0,0,0,0,0,0,1,0,0
"67","ABCF1","Q8NE71",,,,,0,0,0,0,0,0,0,0,0,1,0,0
"68","ABCF2","Q9UG63",,,,,0,0,0,0,0,0,0,0,0,1,0,0
"69","ABCF3","Q9NUQ8",,,,,0,0,0,0,0,0,0,0,0,1,0,0
"70","ABCG2","Q9UNQ0","DB11995","Avatrombopag","SmallMoleculeDrug","ATP-binding cassette sub-family G member 2",0,1,0,0,0,0,0,0,0,1,0,0
"71","ABCG2","Q9UNQ0","DB04851","Biricodar dicitrate","SmallMoleculeDrug","ATP-binding cassette sub-family G member 2",0,1,0,0,0,0,0,0,0,1,0,0
"72","ABCG2","Q9UNQ0","DB00482","Celecoxib","SmallMoleculeDrug","ATP-binding cassette sub-family G member 2",0,1,0,0,0,0,0,0,0,1,0,0
"73","ABCG5","Q9H222",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"74","ABCG8","Q9H221",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"75","ABHD2","P08910",,,,,0,1,0,0,1,0,0,0,1,1,0,0
"76","ABHD4","Q8TB40",,,,,0,0,0,0,1,0,0,0,1,1,0,0
"77","ABHD6","Q9BV23",,,,,0,1,0,0,0,0,0,0,1,1,0,0
"78","ABL1","P00519","DB08583","2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"79","ABL1","P00519","DB06616","Bosutinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"80","ABL1","P00519","DB05184","XL228","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"81","ABL1","P00519","DB08231","Myristic acid","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"82","ABL1","P00519","DB00619","Imatinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"83","ABL1","P00519","DB04868","Nilotinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"84","ABL1","P00519","DB12267","Brigatinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"85","ABL1","P00519","DB12010","Fostamatinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"86","ABL1","P00519","DB08901","Ponatinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"87","ABL1","P00519","DB07831","2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"88","ABL1","P00519","DB03878","N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"89","ABL1","P00519","DB12323","Radotinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"90","ABL1","P00519","DB08350","5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"91","ABL1","P00519","DB08896","Regorafenib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"92","ABL1","P00519","DB08043","1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"93","ABL1","P00519","DB01254","Dasatinib","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"94","ABL1","P00519","DB08339","6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"95","ABL1","P00519","DB00171","ATP","SmallMoleculeDrug","Tyrosine-protein kinase ABL1",0,0,1,1,0,0,0,0,1,1,1,0
"96","ABL2","P42684","DB00171","ATP","SmallMoleculeDrug","Abelson tyrosine-protein kinase 2",0,0,0,1,0,0,0,0,1,1,1,0
"97","ABL2","P42684","DB12010","Fostamatinib","SmallMoleculeDrug","Abelson tyrosine-protein kinase 2",0,0,0,1,0,0,0,0,1,1,1,0
"98","ABL2","P42684","DB07664","5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE","SmallMoleculeDrug","Abelson tyrosine-protein kinase 2",0,0,0,1,0,0,0,0,1,1,1,0
"99","ABL2","P42684","DB05184","XL228","SmallMoleculeDrug","Abelson tyrosine-protein kinase 2",0,0,0,1,0,0,0,0,1,1,1,0
"100","ABL2","P42684","DB01254","Dasatinib","SmallMoleculeDrug","Abelson tyrosine-protein kinase 2",0,0,0,1,0,0,0,0,1,1,1,0
"101","ABTB1","Q969K4",,,,,0,0,0,0,0,0,0,0,0,0,0,0
"102","ACAA1","P09110","DB09069","Trimetazidine","SmallMoleculeDrug","3-ketoacyl-CoA thiolase, peroxisomal",0,0,0,0,1,0,0,0,1,1,0,0
"103","ACACA","Q13085","DB00121","Biotin","SmallMoleculeDrug","Acetyl-CoA carboxylase 1",0,0,0,0,1,0,0,1,1,1,0,0
"104","ACACB","O00763","DB00121","Biotin","SmallMoleculeDrug","Acetyl-CoA carboxylase 2",0,0,0,0,1,0,0,1,1,1,0,0
"105","ACACB","O00763","DB07870","(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID","SmallMoleculeDrug","Acetyl-CoA carboxylase 2",0,0,0,0,1,0,0,1,1,1,0,0
"106","ACACB","O00763","DB00173","Adenine","SmallMoleculeDrug","Acetyl-CoA carboxylase 2",0,0,0,0,1,0,0,1,1,1,0,0
"107","ACACB","O00763","DB03781","2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid","SmallMoleculeDrug","Acetyl-CoA carboxylase 2",0,0,0,0,1,0,0,1,1,1,0,0
"108","ACACB","O00763","DB02859","Soraphen A","SmallMoleculeDrug","Acetyl-CoA carboxylase 2",0,0,0,0,1,0,0,1,1,1,0,0
"109","ACAD8","Q9UKU7","DB01675","Methacrylyl-Coenzyme A","SmallMoleculeDrug","Isobutyryl-CoA dehydrogenase, mitochondrial",1,0,0,0,0,0,0,0,1,1,0,0
"110","ACAD8","Q9UKU7","DB03147","Flavin adenine dinucleotide","SmallMoleculeDrug","Isobutyryl-CoA dehydrogenase, mitochondrial",1,0,0,0,0,0,0,0,1,1,0,0
"111","ACADM","P11310","DB03415","3-Thiaoctanoyl-Coenzyme A","SmallMoleculeDrug","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"112","ACADM","P11310","DB02910","Octanoyl-Coenzyme A","SmallMoleculeDrug","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"113","ACADM","P11310","DB03147","Flavin adenine dinucleotide","SmallMoleculeDrug","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"114","ACADS","P16219","DB00157","NADH","SmallMoleculeDrug","Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"115","ACADS","P16219","DB03059","Acetoacetyl-CoA","SmallMoleculeDrug","Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"116","ACADS","P16219","DB03147","Flavin adenine dinucleotide","SmallMoleculeDrug","Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"117","ACADSB","P45954","DB00313","Valproic Acid","SmallMoleculeDrug","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"118","ACADSB","P45954","DB00167","L-Isoleucine","SmallMoleculeDrug","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
"119","ACAT1","P24752","DB00795","Sulfasalazine","SmallMoleculeDrug","Acetyl-CoA acetyltransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"120","ACAT2","Q9BWD1","DB01992","Coenzyme A","SmallMoleculeDrug","Acetyl-CoA acetyltransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"121","ACAT2","Q9BWD1","DB01915","S-Hydroxycysteine","SmallMoleculeDrug","Acetyl-CoA acetyltransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
"122","ACBD3","Q9H3P7",,,,,0,0,0,0,1,0,0,0,0,0,0,0
"123","ACD","Q96AP0",,,,,0,0,1,0,0,0,0,0,1,0,0,0
"124","ACLY","P53396",,,,,0,0,0,0,1,0,0,0,1,1,0,0
"125","ACO2","Q99798","DB04351","Aconitate Ion","SmallMoleculeDrug","Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"126","ACO2","Q99798","DB04072","Alpha-Methylisocitric Acid","SmallMoleculeDrug","Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"127","ACO2","Q99798","DB04562","Tricarballylic Acid","SmallMoleculeDrug","Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"128","ACO2","Q99798","DB03964","4-Hydroxy-Aconitate Ion","SmallMoleculeDrug","Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"129","ACO2","Q99798","DB01727","Isocitric Acid","SmallMoleculeDrug","Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
"130","ACOT9","Q9Y305",,,,,0,0,0,0,0,0,0,0,1,1,0,0
"131","ACSL1","P33121","DB00131","Adenosine monophosphate","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 1",0,1,0,0,1,0,0,0,1,1,0,0
"132","ACSL1","P33121","DB00171","ATP","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 1",0,1,0,0,1,0,0,0,1,1,0,0
"133","ACSL3","O95573","DB00159","Icosapent","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 3",0,1,0,0,1,0,0,0,1,1,0,0
"134","ACSL4","O60488","DB00159","Icosapent","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 4",0,1,0,0,1,0,0,0,1,1,0,0
"135","ACSL4","O60488","DB00197","Troglitazone","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 4",0,1,0,0,1,0,0,0,1,1,0,0
"136","ACSL4","O60488","DB00412","Rosiglitazone","SmallMoleculeDrug","Long-chain-fatty-acid--CoA ligase 4",0,1,0,0,1,0,0,0,1,1,0,0
"137","ACSL6","Q9UKU0",,,,,0,1,0,0,1,0,0,0,1,1,0,0
"138","ACTB","P60709","DB12695","Phenethyl Isothiocyanate","SmallMoleculeDrug","Actin, cytoplasmic 1",0,0,0,0,0,0,0,0,1,0,0,0
"139","ACTB","P60709","DB04216","Quercetin","SmallMoleculeDrug","Actin, cytoplasmic 1",0,0,0,0,0,0,0,0,1,0,0,0
"140","ACTL6A","O96019",,,,,1,0,0,0,0,0,0,0,1,0,0,0
"141","ACTN1","P12814","DB09130","Copper","SmallMoleculeDrug","Alpha-actinin-1",0,0,0,0,0,0,0,0,1,0,0,0
"142","ACTN1","P12814","DB06773","Human calcitonin","BiotechDrug","Alpha-actinin-1",0,0,0,0,0,0,0,0,1,0,0,0
"143","ACTN2","P35609",,,,,0,0,0,0,0,0,0,0,1,0,0,0
"144","ACTN4","O43707",,,,,0,0,0,0,0,0,0,0,1,0,0,0
"145","ACTR2","P61160","DB08235","N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide","SmallMoleculeDrug","Actin-related protein 2",0,0,0,0,0,0,0,0,0,0,0,0
"146","ACTR2","P61160","DB08236","(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one","SmallMoleculeDrug","Actin-related protein 2",0,0,0,0,0,0,0,0,0,0,0,0
"147","ACTR3","P61158","DB08236","(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one","SmallMoleculeDrug","Actin-related protein 3",0,0,0,0,0,0,0,0,0,0,0,0
"148","ACTR3","P61158","DB08235","N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide","SmallMoleculeDrug","Actin-related protein 3",0,0,0,0,0,0,0,0,0,0,0,0
"149","ACVR1","Q04771","DB12010","Fostamatinib","SmallMoleculeDrug","Activin receptor type-1",0,1,0,1,0,0,0,0,1,1,1,0
"150","ACVR1","Q04771","DB00171","ATP","SmallMoleculeDrug","Activin receptor type-1",0,1,0,1,0,0,0,0,1,1,1,0
"151","ACVR1","Q04771","DB08597","6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine","SmallMoleculeDrug","Activin receptor type-1",0,1,0,1,0,0,0,0,1,1,1,0
"152","ACVR1B","P36896","DB00171","ATP","SmallMoleculeDrug","Activin receptor type-1B",0,1,0,1,0,0,0,0,1,1,0,0
"153","ACVR1B","P36896","DB12010","Fostamatinib","SmallMoleculeDrug","Activin receptor type-1B",0,1,0,1,0,0,0,0,1,1,0,0
"154","ACVR1C","Q8NER5",,,,,0,1,0,1,0,0,0,0,1,1,0,0
"155","ACVR2A","P27037","DB12118","Sotatercept","BiotechDrug","Activin receptor type-2A",0,1,0,1,0,0,0,0,1,1,0,1
"156","ACVR2B","Q13705",,,,,0,1,0,1,0,0,0,0,1,1,0,0
"157","ACVRL1","P37023","DB00171","ATP","SmallMoleculeDrug","Serine/threonine-protein kinase receptor R3",0,1,0,1,0,0,0,0,1,1,0,0
"158","ACY1","Q03154","DB09130","Copper","SmallMoleculeDrug","Aminoacylase-1",0,0,0,0,0,0,0,0,1,1,0,0
"159","ACY1","Q03154","DB00128","L-Aspartic Acid","SmallMoleculeDrug","Aminoacylase-1",0,0,0,0,0,0,0,0,1,1,0,0
"160","ACY1","Q03154","DB06151","Acetylcysteine","SmallMoleculeDrug","Aminoacylase-1",0,0,0,0,0,0,0,0,1,1,0,0
"161","ADA","P00813","DB02616","FR117016","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"162","ADA","P00813","DB00975","Dipyridamole","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"163","ADA","P00813","DB04218","1-Deaza-Adenosine","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"164","ADA","P00813","DB00552","Pentostatin","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"165","ADA","P00813","DB02830","FR236913","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"166","ADA","P00813","DB03572","FR230513","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"167","ADA","P00813","DB07711","(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"168","ADA","P00813","DB04440","Nebularine","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"169","ADA","P00813","DB02472","6-Hydroxy-7,8-Dihydro Purine Nucleoside","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"170","ADA","P00813","DB07785","1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"171","ADA","P00813","DB03220","FR233623","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"172","ADA","P00813","DB03370","FR239087","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"173","ADA","P00813","DB03015","6-Hydroxy-1,6-Dihydro Purine Nucleoside","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"174","ADA","P00813","DB07786","1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
"175","ADA","P00813","DB02096","FR221647","SmallMoleculeDrug","Adenosine deaminase",0,0,0,0,1,0,0,0,1,1,0,0
